epoch,acc,loss
0,0.07444444444444444,0.20402238587538402
1,0.07555555555555556,0.09345571469929483
2,0.16444444444444445,0.04387376163568762
3,0.13333333333333333,0.024997099373075697
4,0.17888888888888888,0.016534834686252806
5,0.17888888888888888,0.013439738866355685
6,0.21222222222222223,0.012153743886285357
7,0.20666666666666667,0.010589690903822582
8,0.23222222222222222,0.009635847434401512
9,0.2311111111111111,0.009047780334949494
10,0.23555555555555555,0.00847836845450931
11,0.2611111111111111,0.00809858492679066
12,0.19666666666666666,0.007701245800902446
13,0.25,0.00750014078285959
14,0.24222222222222223,0.007293132527006997
15,0.2644444444444444,0.007088668710655636
16,0.26555555555555554,0.006750772752695614
17,0.2588888888888889,0.006759702107972569
18,0.24,0.006471117101609707
19,0.21888888888888888,0.0063444170252316525
20,0.2411111111111111,0.006056569719480143
21,0.25222222222222224,0.005915958581285344
22,0.24444444444444444,0.0057470428115791745
23,0.26666666666666666,0.005674718862606419
24,0.27555555555555555,0.005633066480772363
25,0.26222222222222225,0.005443146957291497
26,0.2644444444444444,0.00530052134146293
27,0.26555555555555554,0.005323216136958864
28,0.32222222222222224,0.005268265573928754
29,0.29888888888888887,0.005152230059934987
30,0.27555555555555555,0.004999236634208096
31,0.2633333333333333,0.0049372257043917974
32,0.25555555555555554,0.004898753004769484
33,0.27444444444444444,0.004771773080444998
34,0.27666666666666667,0.004721120583514373
35,0.2833333333333333,0.004692599752710925
36,0.2788888888888889,0.004564524673753315
37,0.30666666666666664,0.004492721797691451
38,0.27555555555555555,0.0044911410907904304
39,0.3022222222222222,0.004429210726585653
40,0.2688888888888889,0.004365386468254857
41,0.29777777777777775,0.004275787046386136
42,0.2733333333333333,0.004292481727898121
43,0.2588888888888889,0.004190409760922193
44,0.28,0.004123712699446413
45,0.3,0.004104695684380002
46,0.28888888888888886,0.00406380829297834
47,0.31666666666666665,0.004228295776993036
48,0.2911111111111111,0.0041591570236616665
49,0.2922222222222222,0.004233478422587117
50,0.3011111111111111,0.0039130601949161955
51,0.2677777777777778,0.0038553760656052163
52,0.26222222222222225,0.003962271329429414
53,0.26,0.0038309627916249963
54,0.27,0.0038253640435222122
55,0.30333333333333334,0.0037506168997950024
56,0.27,0.003705042161875301
57,0.2644444444444444,0.00369882807859944
58,0.2833333333333333,0.003602445629528827
59,0.30777777777777776,0.003678198903799057
60,0.31555555555555553,0.0036764428671449425
61,0.29333333333333333,0.0035379304002142614
62,0.32555555555555554,0.003574114611579312
63,0.31,0.0034452679132421812
64,0.30444444444444446,0.003436350972495145
65,0.2733333333333333,0.003512709372573429
66,0.29,0.003422965512921413
67,0.29444444444444445,0.0033692951872944833
68,0.2822222222222222,0.0033804063136792847
69,0.2611111111111111,0.003233730135899451
70,0.29333333333333333,0.0033337929389543005
71,0.3188888888888889,0.003237951395826207
72,0.27,0.0032764909519917436
73,0.29,0.003281713587542375
74,0.28888888888888886,0.0031993144440154234
75,0.33111111111111113,0.0032122192014422683
76,0.31555555555555553,0.0032082639903657966
77,0.3277777777777778,0.0032159434341722066
78,0.30666666666666664,0.0032253517696840895
79,0.33555555555555555,0.0031459463584340283
80,0.3322222222222222,0.0031363779440936115
81,0.31555555555555553,0.003012180042763551
82,0.31,0.0030274478915250963
83,0.3022222222222222,0.00300152191788786
84,0.3233333333333333,0.002997729637556606
85,0.35888888888888887,0.0029774385245723857
86,0.3322222222222222,0.003072740849521425
87,0.3211111111111111,0.002933993111881945
88,0.2788888888888889,0.003126381585995356
89,0.31222222222222223,0.0031041260208520623
90,0.3011111111111111,0.003267429671767685
91,0.31222222222222223,0.003057660636388593
92,0.30666666666666664,0.002961775693628523
93,0.3111111111111111,0.0028678269104825127
94,0.3388888888888889,0.0028417237154725527
95,0.33666666666666667,0.0028752189750472705
96,0.31777777777777777,0.0028499439068966443
97,0.29888888888888887,0.0028294738030268086
98,0.30444444444444446,0.00281543114533027
99,0.3477777777777778,0.0027699140790436003
100,0.3333333333333333,0.0027354526333510875
101,0.3611111111111111,0.002708091363310814
102,0.3188888888888889,0.0026577628259029655
103,0.33555555555555555,0.002693878666808208
104,0.3388888888888889,0.0028932829687578813
105,0.2911111111111111,0.0027233643126156593
106,0.3111111111111111,0.0026784081901941033
107,0.31222222222222223,0.002714062881552511
108,0.3244444444444444,0.002604570448812511
109,0.3244444444444444,0.0026420391847689945
110,0.3288888888888889,0.002579766268738442
111,0.3466666666666667,0.002612622825221883
112,0.35888888888888887,0.002601480355693234
113,0.37222222222222223,0.002643674144314395
114,0.3288888888888889,0.00253724890968038
115,0.3233333333333333,0.0025888697637452018
116,0.30444444444444446,0.0025996713309238352
117,0.3011111111111111,0.0025179161317646502
118,0.32555555555555554,0.002633494276346432
119,0.31555555555555553,0.002638111323532131
120,0.33,0.002740265746704406
121,0.35,0.0026038784264690346
122,0.3433333333333333,0.002532162583536572
123,0.3477777777777778,0.0025797653674251506
124,0.35777777777777775,0.0025255976327591472
125,0.35777777777777775,0.0025131138414144515
126,0.3233333333333333,0.0024436727518008816
127,0.37,0.002404181793746021
128,0.3388888888888889,0.002425687987771299
129,0.33111111111111113,0.002411293424665928
130,0.3377777777777778,0.0025030509868843686
131,0.35,0.0025508148036897183
132,0.3233333333333333,0.0025235846731811763
133,0.33111111111111113,0.002399108131519622
134,0.3288888888888889,0.0023821930680423976
135,0.3244444444444444,0.0023532884795632626
136,0.32222222222222224,0.002424121643933985
137,0.36,0.002403018491135703
138,0.3277777777777778,0.002383692870951361
