epoch,acc,loss
0,0.0033333332588275275,0.32472938464747536
1,0.005555555431379212,0.3165294627348582
2,0.0011111110862758425,0.3045871588918898
3,0.0033333332588275275,0.2897319313552644
4,0.002222222172551685,0.2719670997725593
5,0.00888888869020674,0.24859730899333954
6,0.002222222172551685,0.21764315250847074
7,0.007777777603930897,0.17412376486592823
8,0.014444444121585952,0.12977443428503144
9,0.02222222172551685,0.10988498520519999
10,0.019999999552965164,0.09792998847034243
11,0.043333332571718425,0.08839711257153088
12,0.037777776933378644,0.08090225565764639
13,0.045555554744270116,0.07279563488231765
14,0.04555555453730954,0.06985588371753693
15,0.05777777690026495,0.06673936421672504
16,0.05222222126192517,0.06373778709934817
17,0.04999999888241291,0.06172452225453324
18,0.06555555450419585,0.059541202460726105
19,0.05666666540006796,0.057910404064589076
20,0.04444444365799427,0.05687488387856218
21,0.0555555545207527,0.05605603588951959
22,0.03888888801965448,0.054885397768682904
23,0.05333333255516158,0.054617148720555835
24,0.06111111015909248,0.053554574441578656
25,0.06999999947018093,0.051769758471184306
26,0.05999999907281664,0.05033286785085996
27,0.06111111015909248,0.048748076582948364
28,0.061111109952131905,0.048455468896362514
29,0.05333333255516158,0.04776476033859783
30,0.06777777667674753,0.04756453881661097
31,0.06333333253860474,0.047107257776790194
32,0.051111109968688756,0.04666748084127903
33,0.05999999865889549,0.04600691650476721
34,0.04555555453730954,0.04552129697468546
35,0.04888888821005821,0.045856434024042554
36,0.06222222103840775,0.04527800178362264
37,0.0399999993128909,0.045051968553000026
38,0.05111111058957047,0.04511855397787359
39,0.06888888796998395,0.04467958273986975
40,0.0699999990562598,0.04397852925790681
41,0.06666666538351113,0.044639979799588524
42,0.06444444341792001,0.043669782785905734
43,0.06777777729762925,0.04439598673747645
44,0.05555555514163441,0.043848422873351306
45,0.05777777669330438,0.04360329628818565
46,0.06555555491811699,0.04341608058247301
47,0.06222222145232889,0.04352931802471479
48,0.061111110573013626,0.04286958960195383
49,0.061111110573013626,0.04268040011326472
50,0.05999999865889549,0.04286534897983074
51,0.06777777709066868,0.04270070377323362
52,0.054444443641437426,0.04270300538175636
53,0.06111111015909248,0.04200461610323853
54,0.07555555490156014,0.04174536466598511
55,0.05777777648634381,0.04167021417783366
56,0.06888888796998395,0.041610387050443225
57,0.06333333253860474,0.041649121791124344
58,0.06666666600439283,0.04192488226625654
59,0.07999999945362408,0.0410710024750895
60,0.08111110950509708,0.04099281380573908
61,0.06333333253860474,0.04119017844398817
62,0.06777777667674753,0.040392774467666946
63,0.06666666579743226,0.04084165891011556
64,0.062222221245368324,0.04084760219686561
65,0.07555555428067844,0.04125863624115785
66,0.08888888814383084,0.0409572571516037
67,0.0722222210218509,0.04031825934847196
68,0.08222222100529405,0.04046940513783031
69,0.07888888857430881,0.04013600014150143
70,0.0844444435917669,0.03931390970117516
71,0.06999999884929922,0.03989102981156773
72,0.0722222218496932,0.039433174249198705
73,0.07333333252204789,0.03948207261661688
74,0.08555555447108215,0.039520502297414675
75,0.08999999860922496,0.0395991127524111
76,0.08333333333333333,0.0396164676381482
77,0.08777777726451556,0.03915991406473848
78,0.06999999947018093,0.039356017071339816
